,City,Date,AQI,AQI_Bucket,Particulate_Matter_new,NO2_new,CO_new,SO2_new,O3_new,BTX_new
0,Ahmedabad,2015-01-01,166.4635814889336,Moderate,0.0961674955513995,0.05027609055770292,0.005232921904328536,0.14253288625225688,0.5174220083811889,2.191132179981615e-05
1,Ahmedabad,2015-01-02,166.4635814889336,Moderate,0.0961674955513995,0.04329099944781888,0.005517319833911609,0.12659272633479493,0.13212013037404935,0.014187580865380958
2,Ahmedabad,2015-01-03,166.4635814889336,Moderate,0.0961674955513995,0.053257868580894534,0.09897047949490927,0.1499097240134124,0.11908272543846032,0.02788215699026605
3,Ahmedabad,2015-01-04,166.4635814889336,Moderate,0.0961674955513995,0.05099392600773053,0.00966952960582447,0.09584730461697187,0.13995809405556417,0.017057964021156873
4,Ahmedabad,2015-01-05,166.4635814889336,Moderate,0.0961674955513995,0.05911098840419658,0.12570388487571812,0.2028372452927521,0.1524910755859072,0.03142083546093636
5,Ahmedabad,2015-01-06,166.4635814889336,Moderate,0.0961674955513995,0.10621203754831585,0.25829019964734656,0.23600722207892696,0.18042837187645505,0.019917391516032883
6,Ahmedabad,2015-01-07,166.4635814889336,Moderate,0.0961674955513995,0.11212037548315848,0.6379614356407485,0.16646891926747484,0.12983082415024055,0.0
7,Ahmedabad,2015-01-08,166.4635814889336,Moderate,0.0961674955513995,0.10140806184428494,0.4599852113076617,0.19876192932679906,0.12370013968648144,0.0
8,Ahmedabad,2015-01-09,166.4635814889336,Moderate,0.0961674955513995,0.08556046383213695,0.16586087253284795,0.30265669331957695,0.09987583423870866,0.0
9,Ahmedabad,2015-01-10,166.4635814889336,Moderate,0.0961674955513995,0.019409166206515737,0.012789933502563076,0.04271343822543203,0.01761601738320658,0.0
10,Ahmedabad,2015-01-11,166.4635814889336,Moderate,0.0961674955513995,0.15403092214246272,0.751208691200728,0.1290688676811968,0.026307620673599253,0.0
11,Ahmedabad,2015-01-12,166.4635814889336,Moderate,0.0961674955513995,0.11225842076200995,0.296001365110062,0.2673716791333505,0.17802266025143565,0.011306242048705135
12,Ahmedabad,2015-01-13,166.4635814889336,Moderate,0.0961674955513995,0.12200441744892326,0.27768613844491213,0.35181841630126376,0.1363883284184386,0.038673482976675506
13,Ahmedabad,2015-01-14,166.4635814889336,Moderate,0.0961674955513995,0.07689122032026505,0.10920880495989989,0.27155016765540363,0.08128977184541361,0.010528390124811661
14,Ahmedabad,2015-01-15,166.4635814889336,Moderate,0.0961674955513995,0.04679734953064605,0.0034127751549968715,0.14898117100851171,0.1847741735216514,0.0016762161176859358
15,Ahmedabad,2015-01-16,166.4635814889336,Moderate,0.0961674955513995,0.05993926007730535,0.009271372504408168,0.19736909981944803,0.1785658854570852,0.002640314276877846
16,Ahmedabad,2015-01-17,166.4635814889336,Moderate,0.0961674955513995,0.06824958586416345,0.06507024628860701,0.25530049006964145,0.20266180350768276,0.00432748605546369
17,Ahmedabad,2015-01-18,166.4635814889336,Moderate,0.0961674955513995,0.07112092766427387,0.03469654740913486,0.2497807583182873,0.2075120285581251,0.004053594532965988
18,Ahmedabad,2015-01-19,166.4635814889336,Moderate,0.0961674955513995,0.07418553285477636,0.014276776065070244,0.2580345628062935,0.19195250659630606,0.0033743435571716874
19,Ahmedabad,2015-01-20,166.4635814889336,Moderate,0.0961674955513995,0.07396466040861402,0.04504863204595871,0.30363683260252766,0.21868694707434422,0.004623288899761209
20,Ahmedabad,2015-01-21,166.4635814889336,Moderate,0.0961674955513995,0.09262838210933187,0.054149365792617025,0.5515604849110136,0.18911997516684773,0.00655148521814503
21,Ahmedabad,2015-01-22,166.4635814889336,Moderate,0.0961674955513995,0.04831584759801215,0.05147602525453615,0.12225947897859167,0.16378239950333695,0.004941003065858542
22,Ahmedabad,2015-01-23,166.4635814889336,Moderate,0.0961674955513995,0.07716731087796798,0.12814970707013254,0.20211503740005157,0.12769672512804595,0.0069458890105417205
23,Ahmedabad,2015-01-24,166.4635814889336,Moderate,0.0961674955513995,0.05626725565985643,0.011546555941072748,0.20665462986845498,0.1260282477106938,0.0029689841038750887
24,Ahmedabad,2015-01-25,166.4635814889336,Moderate,0.0961674955513995,0.0563776918829376,0.008076901200159262,0.3012638638122259,0.15229706658388947,0.0010407877854912671
25,Ahmedabad,2015-01-26,166.4635814889336,Moderate,0.0961674955513995,0.05839315295416896,0.012911666003071498,0.2255352076347691,0.1545087692068912,0.0017638614048852003
26,Ahmedabad,2015-01-27,166.4635814889336,Moderate,0.0961674955513995,0.059884041965764766,0.012456629315738581,0.2232138251225174,0.15943659785814063,0.0018295953702846487
27,Ahmedabad,2015-01-28,166.4635814889336,Moderate,0.09919025047553431,0.0582551076753175,0.032535123144303506,0.18834150116069126,0.24216203631848518,0.001588570830486671
28,Ahmedabad,2015-01-29,209.0,Poor,0.10435398632616712,0.07923799006073992,0.03941755304021387,0.25540366262574155,0.23184075741114385,0.003461988844370952
29,Ahmedabad,2015-01-30,328.0,Very Poor,0.10263622182176046,0.07915516289342904,0.07877822649451112,0.25009027598658756,0.3766102747167468,0.005313495536455416
30,Ahmedabad,2015-01-31,514.0,Severe,0.11030089748276042,0.09014356709000552,0.13872931005062283,0.34758834150116064,0.431941642092193,0.008676883432727196
31,Ahmedabad,2015-02-01,782.0,Severe,0.13195308410821466,0.11615129762562121,0.24731243956543994,0.388031983492391,0.39845568834393913,0.02882434382765815
32,Ahmedabad,2015-02-02,914.0,Severe,0.154059512411126,0.0974599668691331,0.31033502076104885,0.28387928810936286,0.4166149309327952,0.039582802831367885
33,Ahmedabad,2015-02-03,660.0,Severe,0.13389013769829025,0.07838210933186085,0.17410841249075706,0.1742584472530307,0.2855424491696414,0.013223482706189046
34,Ahmedabad,2015-02-04,294.0,Poor,0.10305913648697913,0.06300386526780784,0.013480461862237643,0.1326799071446995,0.1834937141083346,0.0
35,Ahmedabad,2015-02-05,149.0,Moderate,0.0914211514404063,0.059028161236885694,0.014788692338319778,0.1684291978333763,0.20770603756014278,0.0
36,Ahmedabad,2015-02-06,190.0,Moderate,0.10234905754290828,0.07435118718939812,0.0065980319663272845,0.3476915140572607,0.23005587459258106,0.0
37,Ahmedabad,2015-02-07,247.0,Poor,0.10726217729563374,0.0864439536167863,0.04146521813321199,0.41310291462470977,0.17363805680583577,0.0
38,Ahmedabad,2015-02-08,379.0,Very Poor,0.09973325202100027,0.07534511319712865,0.050736590637620156,0.27995873097755997,0.18395933571317707,0.0002958028442975181
39,Ahmedabad,2015-02-09,341.0,Very Poor,0.12043518594188911,0.06697956929872997,0.024571981115977477,0.2513283466597885,0.15493558901133012,0.003911170941267183
40,Ahmedabad,2015-02-10,256.0,Poor,0.11597630786662075,0.05024848150193263,0.008020021614242649,0.18519473819963886,0.21783330746546636,0.0036263237578695734
41,Ahmedabad,2015-02-11,388.0,Very Poor,0.09568162510483134,0.06568194367752622,0.03606165747113361,0.3434098529791075,0.20615396554400123,0.03924317734347072
42,Ahmedabad,2015-02-12,288.0,Poor,0.09490889213628367,0.0830756488128106,0.08071213241567601,0.3399535723497549,0.12366133788607789,0.03033622503184546
43,Ahmedabad,2015-02-13,510.0,Severe,0.11491641061922088,0.10919381557150747,0.1034070871964052,0.4148568480784111,0.15559521961819028,0.042716121848741594
44,Ahmedabad,2015-02-14,761.0,Severe,0.15353739554048568,0.13133627829928218,0.21324156760138788,0.5143667784369357,0.14147136427130216,0.08396418513689549
45,Ahmedabad,2015-02-15,475.0,Severe,0.12008014646985368,0.08418001104362231,0.08844775610033559,0.35955635800876956,0.13103367996275028,0.0462548003194119
46,Ahmedabad,2015-02-16,536.0,Severe,0.1130054628726773,0.07755383765875207,0.11290597804447984,0.37771472788238325,0.11857830203321432,0.04988112407728147
47,Ahmedabad,2015-02-17,479.0,Severe,0.10303825181215351,0.05806184428492545,0.09077981912291679,0.2821253546556616,0.14042371566040665,0.032220598706629654
48,Ahmedabad,2015-02-18,592.0,Severe,0.11357457026167525,0.07156267255659857,0.09237244752858198,0.22233685839566675,0.1451963371100419,0.05088904488007301
49,Ahmedabad,2015-02-19,427.0,Severe,0.11733381173028558,0.08304803975704031,0.06398953415619134,0.4377095692545782,0.12389414868849913,0.039966250962864665
